Product Id,Variant Id,Handle,Title,Body (Html),Vendor,Type,Tags,Published,Option Fulfill Value,Custom Option,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Sku,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / Mpn,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,Seo Title,Seo Description,Google Shopping / Adwords Grouping,Google Shopping / Adwords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost Per Item,Available On Listing Pages,Available On Sitemap Files,Template,Shipping Profile Name,Variant Tag,Facebook Pixel Id,Facebook Access Token,Product Stock Status,Shipping Fee,Base Cost Variant
'1000000665906755','1000020410513404',sugar-skull-yorkshire-capris,,,,,,,,,,S,,Multi,,,,159,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906755','1000020410513405',sugar-skull-yorkshire-capris,,,,,,,,,,M,,Multi,,,,164,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906755','1000020410513406',sugar-skull-yorkshire-capris,,,,,,,,,,L,,Multi,,,,167,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906755','1000020410513407',sugar-skull-yorkshire-capris,,,,,,,,,,XL,,Multi,,,,198,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906756','1000020410513423',bright-ornamental-skull-capris,Bright Ornamental Skull Capris,"<p>The Bright Ornamental Skull Capris offer a burst of color and edgy style. This design features white ornamental skulls that pop against a vibrant background of pink, purple, and mint. These capris are perfect for the woman who loves to stand out and make a bold fashion statement, whether at the gym or running errands.</p>
<h2>Why You'll Love It</h2>
<ul>
 <li>Mid-calf length is ideal for warmer climates and studio workouts.</li>
 <li>Cropped cut shows off the ankle, adding a stylish touch to your look.</li>
 <li>These capris are squat-proof, so you can bend and stretch with confidence.</li>
 <li>The buttery-soft fabric feels amazing against your skin, like a second skin.</li>
 <li>Perfect for Pilates, barre, and other low-impact exercises.</li>
 <li>Features a comfortable and flattering waistband that stays in place.</li>
 <li>Made from 82% polyester and 18% spandex for a perfect fit and 4-way stretch.</li>
 <li>Easy to care for: machine wash cold and hang to dry.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/bright-ornamental-skull-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Bright Ornamental Skull Leggings</a></li>
  <li><a href=""/products/misfits-skeleton-hands-womens-t-shirt"" style=""color: #00d1b5; text-decoration: underline;"">Misfits Skeleton Hands Women's T-Shirt</a></li>
  <li><a href=""/products/purple-sugar-skull-sports-bra"" style=""color: #00d1b5; text-decoration: underline;"">Purple Sugar Skull Sports Bra</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/edgy-and-bold-shop-leggings-with-skulls-at-DAKOfits"" style=""color: #00d1b5; text-decoration: underline;"">Edgy and Bold: Shop Leggings with Skulls at DAKOfits</a></li>
<li><a href=""/blogs/news/how-to-dress-for-your-zodiac-sign-leo"" style=""color: #00d1b5; text-decoration: underline;"">How To Dress For Your Zodiac Sign: Leo</a></li>
</ul>",DAKOfits,Capris,"activewear,bright,capri,colorful,colorful vibrant,green,mysterybox,ornamental skull,pink,pp_skulls,skull,skulls,sport,sports,vibrant",TRUE,,,Size,XS,Color,Pastel,,,,136,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgxxtaojygmAtemzx.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906756','1000020410513424',bright-ornamental-skull-capris,,,,,,,,,,S,,Pastel,,,,142,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgxxtaojygmAtemzq.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906756','1000020410513425',bright-ornamental-skull-capris,,,,,,,,,,M,,Pastel,,,,153,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgxxtaojygmAtemzr.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906756','1000020410513426',bright-ornamental-skull-capris,,,,,,,,,,L,,Pastel,,,,162,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgxxtaojygmAtemzs.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906756','1000020410513427',bright-ornamental-skull-capris,,,,,,,,,,XL,,Pastel,,,,181,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgxxtaojygmAtemzt.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906757','1000020410513418',watercolor-hummingbird-leggings,Watercolor Hummingbird Leggings,"<p>The hummingbird, a tiny marvel, embodies joy, independence, and the beauty of the present moment. These Watercolor Hummingbird Leggings capture that essence, swirling with delicate hues that evoke a sense of freedom and vibrant energy. They're perfect for the woman who embraces life's adventures with grace and a touch of whimsy.</p>

<h2>Why You'll Love It</h2>
<ul>
  <li>Full-length coverage designed to stay in place during any activity.</li>
  <li>Designed for yoga, gym workouts, running errands, or just relaxing at home.</li>
  <li>Experience a buttery-soft feel that moves with you.</li>
  <li>Enjoy a comfortable high waistband that won't dig in.</li>
  <li>Squat-proof fabric provides complete confidence during your workouts.</li>
  <li>The vibrant hummingbird print wraps beautifully around the leg, creating a flattering silhouette.</li>
  <li>Four-way stretch allows for unrestricted movement and all-day comfort.</li>
  <li>Care Instructions: Machine wash cold, tumble dry low.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/watercolor-hummingbird-capris"" style=""color: #00d1b5; text-decoration: underline;"">Watercolor Hummingbird Capris</a></li>
  <li><a href=""/products/watercolor-hummingbird-sports-bra"" style=""color: #00d1b5; text-decoration: underline;"">Watercolor Hummingbird Sports bra</a></li>
</ul>",DAKOfits,Leggings,"animal,bird,birds,colorful,colorful vibrant,hummingbird,mysterybox,watercolor,yoga,zen,zen yoga",TRUE,,,Size,XS,Color,Blue,,,,150,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgCxtaojygmAtenbu.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906757','1000020410513419',watercolor-hummingbird-leggings,,,,,,,,,,S,,Blue,,,,159,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgCxtaojygmAtemzu.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906757','1000020410513420',watercolor-hummingbird-leggings,,,,,,,,,,M,,Blue,,,,164,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgCxtaojygmAtemzv.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906757','1000020410513421',watercolor-hummingbird-leggings,,,,,,,,,,L,,Blue,,,,167,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgCxtaojygmAtemzw.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906757','1000020410513422',watercolor-hummingbird-leggings,,,,,,,,,,XL,,Blue,,,,198,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvgCxtaojygmAtemzy.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906759','1000020410513480',grunge-canadian-flag-leggings,Grunge Canadian Flag Leggings,"<p>Show off your edgy Canadian pride with our Grunge Canadian Flag Leggings. This design puts a modern twist on a classic symbol, perfect for the stylish woman who loves to stand out from the crowd and appreciates a touch of rebellious flair. The unique, distressed flag print wraps seamlessly around the leg, ensuring a statement look from every angle.</p>
<h2>Why You'll Love It</h2>
<ul>
 <li>Full-length coverage for confident movement.</li>
 <li>Designed for yoga, gym sessions, running, or everyday wear.</li>
 <li>Squat-proof fabric ensures no show-through during workouts.</li>
 <li>Experience a buttery-soft feel against your skin.</li>
 <li>4-way stretch fabric moves with you, retaining its shape.</li>
 <li>Wide, comfortable waistband stays in place during any activity.</li>
 <li>The vibrant print won't fade, even after repeated washing.</li>
 <li>Made from a blend of 82% polyester and 18% spandex for optimal comfort and durability.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/grunge-canadian-flag-capris"" style=""color: #00d1b5; text-decoration: underline;"">Grunge Canadian Flag Capris</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/must-have-workout-pieces-for-women-this-fall-winter-2017"" style=""color: #00d1b5; text-decoration: underline;"">Must-Have Workout Pieces for Women This Fall/Winter 2017</a></li>
</ul>

<!--rfx4-related-orphans-->
<p><strong>You may also like:</strong> <a href=""https://DAKOfits.com/products/grunge-new-zealand-flag-leggings"">Grunge New Zealand Flag Leggings</a> · <a href=""https://DAKOfits.com/products/grunge-new-zealand-flag-capris"">Grunge New Zealand Flag Capris</a></p>
",DAKOfits,Leggings,"activewear,canada,canadian,canadian flag,colorful,colorful vibrant,dark red,deep red,flag,grunge,leaf,mysterybox,pride,red,sport,sports",TRUE,,,Size,XS,Color,Red/White,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvhextaojygmAtenjt.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906759','1000020410513481',grunge-canadian-flag-leggings,,,,,,,,,,S,,Red/White,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvhextaojygmAtenbv.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906759','1000020410513482',grunge-canadian-flag-leggings,,,,,,,,,,M,,Red/White,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvhextaojygmAtenbw.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906759','1000020410513483',grunge-canadian-flag-leggings,,,,,,,,,,L,,Red/White,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvhextaojygmAtenby.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906759','1000020410513484',grunge-canadian-flag-leggings,,,,,,,,,,XL,,Red/White,,,,181,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzvhextaojygmAtenbx.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906760','1000020410513470',bright-sugar-skull-capris,Bright Sugar Skull Capris,"<p>Embrace a burst of color with our Bright Sugar Skull Capris. This design takes our iconic sugar skull motif and infuses it with vibrant hues, perfect for the woman who loves to stand out and make a statement whether at the studio or on a casual day out.</p>

<h2>Why You'll Love It</h2>

<ul>
  <li>Made with our signature buttery-soft fabric for a feel like a second skin.</li>
  <li>Mid-calf length is ideal for warmer climates and studio workouts, showing off your ankles.</li>
  <li>Squat-proof construction ensures confidence during Pilates, barre, or any activity.</li>
  <li>Four-way stretch fabric moves with you, providing ultimate flexibility.</li>
  <li>Ideal cropped length to keep you cool during your hottest workouts.</li>
  <li>Designed to hold their shape and never lose their stretch, even after repeated wear.</li>
  <li>Features a comfortable, no-dig waistband that stays in place.</li>
  <li>Easy care: machine wash cold, tumble dry low.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/bright-sugar-skull-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Bright Sugar Skull Leggings</a></li>
  <li><a href=""/products/bright-sugar-skull-sports-bra"" style=""color: #00d1b5; text-decoration: underline;"">Bright Sugar Skull Sports bra</a></li>
  <li><a href=""/products/santa-rudolph-sugar-skull-capris"" style=""color: #00d1b5; text-decoration: underline;"">Santa &amp; Rudolph Sugar Skull Capris</a></li>
</ul>
<h2>From the Blog</h2>
<ul>
<li><a href=""/blogs/news/edgy-and-bold-shop-leggings-with-skulls-at-DAKOfits"" style=""color: #00d1b5; text-decoration: underline;"">Edgy and Bold: Shop Leggings with Skulls at DAKOfits</a></li>
<li><a href=""/blogs/news/what-should-you-wear-under-leggings"" style=""color: #00d1b5; text-decoration: underline;"">What Should You Wear Under Leggings?</a></li>
</ul>",DAKOfits,Capris,"capri,colorful,colorful vibrant,day of the dead,dia de los muertos,green,mysterybox,pink,pp_skulls,purple,skull,skulls,sugar skull,sugar skulls",TRUE,,,Size,XS,Color,Pastel,,,,136,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgaxtaojygmAtenju.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906760','1000020410513471',bright-sugar-skull-capris,,,,,,,,,,S,,Pastel,,,,142,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgaxtaojygmAtenbz.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906760','1000020410513472',bright-sugar-skull-capris,,,,,,,,,,M,,Pastel,,,,153,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgaxtaojygmAtenjq.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906760','1000020410513473',bright-sugar-skull-capris,,,,,,,,,,L,,Pastel,,,,162,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgaxtaojygmAtenjr.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906760','1000020410513474',bright-sugar-skull-capris,,,,,,,,,,XL,,Pastel,,,,181,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgaxtaojygmAtenjs.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906761','1000020410513475',colorful-unicorn-capris,Colorful Unicorn Capris,"<p>Embrace a playful vibe with our Colorful Unicorn Capris. These capris feature a vibrant, kaleidoscopic unicorn design that's sure to turn heads. Perfect for the woman who loves to express her unique style with bold, imaginative prints, these capris bring a touch of whimsy to your workout or everyday adventures.</p>
<h2>Why You'll Love It</h2>
<ul>
  <li>Mid-calf length is ideal for warmer weather and studio workouts.</li>
  <li>The cropped cut elegantly shows off your ankles.</li>
  <li>Perfect for Pilates, barre, and other low-impact exercises.</li>
  <li>Fabric is 82% polyester, 18% spandex for a flexible, supportive fit.</li>
  <li>Four-way stretch fabric ensures maximum mobility and a flattering silhouette.</li>
  <li>Squat-proof material provides confidence during any activity, guaranteed not to be see-through.</li>
  <li>Buttery-soft feel offers exceptional comfort, like a second skin.</li>
  <li>An elastic waistband keeps these capris securely in place.</li>
</ul>",DAKOfits,Capris,"capri,colorful,colorful vibrant,mysterybox,mystic,purple,rainbow,unicorn",TRUE,,,Size,XS,,,,,,150,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906761','1000020410513476',colorful-unicorn-capris,,,,,,,,,,S,,,,,,159,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906761','1000020410513477',colorful-unicorn-capris,,,,,,,,,,M,,,,,,164,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906761','1000020410513478',colorful-unicorn-capris,,,,,,,,,,L,,,,,,167,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906761','1000020410513479',colorful-unicorn-capris,,,,,,,,,,XL,,,,,,198,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906762','1000020410513504',thin-pink-line-capris,Thin Pink Line Capris,"<p>Show your support in style with the Thin Pink Line Capris. Featuring a unique take on the American flag with pink, black, and white hues, these capris add a touch of femininity to patriotic pride. Ideal for the active woman who wants to make a statement.</p>
<h2>Why You'll Love It</h2>
<ul>
<li>The mid-calf length is perfect for warmer weather workouts and studio sessions.</li>
<li>The cropped cut beautifully highlights your ankles.</li>
<li>Ideal for Pilates, barre, and other low-impact activities.</li>
<li>Enjoy a buttery-soft feel that moves with you, like a second skin.</li>
<li>Squat-proof fabric offers full coverage and confidence during any workout.</li>
<li>Four-way stretch material ensures maximum flexibility and freedom of movement.</li>
<li>These capris are perfect for staying cool and comfortable during hot yoga or outdoor runs.</li>
<li>Easy care: Machine wash cold, tumble dry low.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/thin-pink-line-leggings"" style=""color: #00d1b5; text-decoration: underline;"">Thin Pink Line Leggings</a></li>
</ul>

<!--rfx4-related-orphans-->
<p><strong>You may also like:</strong> <a href=""https://DAKOfits.com/products/pink-black-line-kids-leggings"">Pink Black Line Kid's Leggings</a> · <a href=""https://DAKOfits.com/products/pink-black-line-yoga-capris"">Pink Black Line Yoga Capris</a></p>
",DAKOfits,Capris,"activewear,america,american flag,black,capri,capris,colorful,colorful vibrant,flag,hot pink,mysterybox,pink,pride,sport,sports,thin line,white",TRUE,,,Size,XS,Color,Pink,,,,136,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgixtaojygmAtenjz.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906762','1000020410513505',thin-pink-line-capris,,,,,,,,,,S,,Pink,,,,142,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgixtaojygmAtenjv.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906762','1000020410513506',thin-pink-line-capris,,,,,,,,,,M,,Pink,,,,153,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgixtaojygmAtenjw.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906762','1000020410513507',thin-pink-line-capris,,,,,,,,,,L,,Pink,,,,162,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgixtaojygmAtenjy.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906762','1000020410513508',thin-pink-line-capris,,,,,,,,,,XL,,Pink,,,,181,shopbase,100,continue,manual,80.99,97.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgixtaojygmAtenjx.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906763','1000020410513512',watercolor-lion-leggings,Watercolor Lion Leggings,"<p>Make a statement with our Watercolor Lion Leggings. This vibrant design showcases a majestic lion's face interwoven with colorful flowers and feathers, creating a bold and artistic look. Perfect for the active woman who wants to express her unique style during workouts or everyday activities.</p>
<h2>Why You'll Love It</h2>
<ul>
 <li>Full-length coverage provides confidence during any activity.</li>
 <li>Experience a buttery-soft feel that's like a second skin.</li>
 <li>Enjoy a comfortable, stay-put waistband that won't roll down.</li>
 <li>Squat-proof fabric ensures maximum coverage and peace of mind.</li>
 <li>Four-way stretch fabric moves with you, enhancing your performance.</li>
 <li>The vivid print wraps seamlessly around the leg for a stunning, continuous design.</li>
 <li>Ideal for yoga, gym sessions, running, or simply adding a touch of artistic flair to your everyday style.</li>
 <li>Easy care: Machine wash cold, tumble dry low.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/watercolor-lion-capris"" style=""color: #00d1b5; text-decoration: underline;"">Watercolor Lion Capris</a></li>
  <li><a href=""/products/watercolor-lion-sports-bra"" style=""color: #00d1b5; text-decoration: underline;"">Watercolor Lion Sports bra</a></li>
</ul>

<!--rfx4-related-orphans-->
<p><strong>You may also like:</strong> <a href=""https://DAKOfits.com/products/bright-watercolor-lion-leggings"">Bright Watercolor Lion Leggings</a></p>
",DAKOfits,Leggings,"animal,colorful,colorful vibrant,green,lion,mysterybox,purple,vibrant",TRUE,,,Size,XS,Color,Purple,,,,136,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgmxtaojygmAtenrx.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906763','1000020410513513',watercolor-lion-leggings,,,,,,,,,,S,,Purple,,,,142,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgmxtaojygmAtenru.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906763','1000020410513514',watercolor-lion-leggings,,,,,,,,,,M,,Purple,,,,153,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgmxtaojygmAtenrv.jpeg,3,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906763','1000020410513515',watercolor-lion-leggings,,,,,,,,,,L,,Purple,,,,162,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgmxtaojygmAtenrw.jpeg,4,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906763','1000020410513516',watercolor-lion-leggings,,,,,,,,,,XL,,Purple,,,,181,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgmxtaojygmAtenry.jpeg,5,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
'1000000665906764','1000020410513518',watercolor-dreamcatcher-leggings,Watercolor Dreamcatcher Leggings,"<p>Embrace the tranquility of our Watercolor Dreamcatcher Leggings. Featuring a captivating dreamcatcher design in soft, artistic watercolor hues, these leggings are perfect for the active woman who seeks both comfort and a touch of serenity in her everyday style.</p>

<h2>Why You'll Love It</h2>

<ul>
 <li>Dreamcatcher print wraps around the leg for a visually stunning, head-turning look.</li>
 <li>Full-length coverage provides confidence and support during any activity, from yoga to running errands.</li>
 <li>High waistband offers a secure, flattering fit that stays in place.</li>
 <li>Buttery-soft fabric feels like a second skin for ultimate comfort.</li>
 <li>Squat-proof material ensures no see-through moments, giving you peace of mind.</li>
 <li>Four-way stretch allows for unrestricted movement, making these perfect for workouts.</li>
 <li>Machine washable for easy care - wash cold, tumble dry low.</li>
 <li>Made from a blend of high-quality materials for durability and long-lasting wear.</li>
</ul>
<h2>You Might Also Like</h2>
<ul>
  <li><a href=""/products/watercolor-dreamcatcher-capris"" style=""color: #00d1b5; text-decoration: underline;"">Watercolor Dreamcatcher Capris</a></li>
  <li><a href=""/products/watercolor-dreamcatcher-sports-bra"" style=""color: #00d1b5; text-decoration: underline;"">Watercolor Dreamcatcher Sports bra</a></li>
</ul>",DAKOfits,Leggings,"activewear,colorful,colorful vibrant,dream catcher,dreams,mysterybox,sport,sports,vibrant,watercolor,yoga,zen,zen yoga",TRUE,,,Size,XS,Color,Green,,,,150,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgqxtaojygmAtenrz.jpeg,1,,,,,,,,,,,,,,,,,,,lb,,0,TRUE,TRUE,Default,,,,,,,
'1000000665906764','1000020410513519',watercolor-dreamcatcher-leggings,,,,,,,,,,S,,Green,,,,159,shopbase,100,continue,manual,88.99,106.99,true,TRUE,,https://img.btdmp.com/10685/10685143/products/origin/gexdmobvgeAdgmrqgaBdonrtgexdambqgaxdmnrvhexdmnzwgqxtaojygmAtenrq.jpeg,2,,,,,,,,,,,,,,,,,,,lb,,0,,,,,,,,,0,0
