"Product Id","Handle","Title","Type","Theme","PriceMin","PriceMax","CompareAt","Sizes","Vendor","Published","Stock Status","Tags","PromoteStatus","PromotePhase"
"'1000000666153139'","dark-moody-peonies-bike-shorts","Dark Moody Peonies Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,athleisure,bike shorts,dark floral,floral bike shorts,dakofits,gym shorts,high waisted shorts,peony print,premium activewear,printed bike shorts,womens activewear,womens fashion,workout shorts,yoga shorts","",""
"'1000000666153570'","gold-paillette-rose-garden-bike-shorts","Gold Rose Garden Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,bike shorts,floral bike shorts,garden,dakofits,gold,gold bike shorts,gym shorts,leggings,paillette,printed bike shorts,rose,rose bike shorts,running shorts,shorts,women's activewear,workout shorts,yoga shorts","",""
"'1000000666153600'","gustav-klimt-floral-bike-shorts","Gustav Klimt Floral Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153776'","jewel-paillette-orchid-bike-shorts","Jewel Paillette Orchid Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153486'","libra-balance-floral-bike-shorts","Libra Balance Floral Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,bike shorts,floral bike shorts,dakofits,gold,high waisted,lavender,leggings,libra,printed bike shorts,rose,running shorts,training shorts,women's activewear,women's bike shorts,yoga shorts,zodiac","",""
"'1000000666153563'","liquid-marble-rose-gold-luxe-bike-shorts","Liquid Marble Rose Gold Luxe Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153312'","midnight-garden-roses-bike-shorts","Midnight Garden Roses Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all over print,bike shorts,dark floral,floral bike shorts,dakofits,gym shorts,high waisted shorts,midnight blue,midnight garden,rose print,roses,running shorts,womens activewear,yoga shorts","",""
"'1000000666153144'","monet-water-lilies-bike-shorts","Monet Water Lilies Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,bike shorts,fitness apparel,floral bike shorts,dakofits,green bike shorts,gym wear,monet bike shorts,premium activewear,printed bike shorts,running shorts,water lilies,women's activewear,women's bike shorts,yoga shorts","",""
"'1000000666153021'","neon-tropical-flowers-bike-shorts","Neon Tropical Flowers Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153108'","pink-orchid-botanical-bike-shorts","Pink Orchid Botanical Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,athleisure,bike shorts,botanical print,floral bike shorts,dakofits,gym shorts,high waisted bike shorts,orchid bike shorts,pink activewear,pink bike shorts,premium activewear,purple activewear,running shorts,women's activewear,workout shorts,yoga shorts","",""
"'1000000666153800'","pink-paillette-peony-bike-shorts","Pink Peony Paillette Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,australian activewear,bike shorts,floral bike shorts,dakofits,dakofits bike shorts,gym shorts,high waisted shorts,peony bike shorts,pink bike shorts,printed bike shorts,running shorts,women's activewear,workout shorts,yoga shorts","",""
"'1000000666153792'","pisces-koi-floral-bike-shorts","Pisces Koi Floral Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,bike shorts,botanical print,floral bike shorts,dakofits,gold bike shorts,gym shorts,high waisted bike shorts,pisces koi,printed bike shorts,purple bike shorts,teal bike shorts,women's activewear,women's bike shorts,workout shorts,yoga shorts,zodiac","",""
"'1000000666153494'","proverbs-31-floral-bike-shorts","Proverbs 31 Floral Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153122'","retro-floral-seventies-bike-shorts","Retro Floral Seventies Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666337619'","rose-gold-camo-bike-shorts","Rose Gold Camo Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,athleisure,bike shorts,camo,camouflage,dakofits,gym shorts,high waisted,printed bike shorts,rose gold,rose gold bike shorts,running shorts,sports shorts,womens activewear,womens bike shorts,workout shorts,yoga shorts","",""
"'1000000666153791'","rose-of-sharon-bike-shorts","Rose of Sharon Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153674'","arabic-watercolour-rose-quartz-bike-shorts","Rose Quartz Geometric Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,arabic,bike shorts,fitness apparel,dakofits,geometric,gold,gym shorts,pink,rose,rose quartz,running shorts,womens activewear,womens bike shorts,workout shorts,yoga shorts","",""
"'1000000666337408'","silver-paillette-daisy-bike-shorts","Silver Paillette Daisy Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,athleisure,bike shorts,black,daisy,floral,dakofits,gym shorts,high waisted shorts,leggings,running shorts,shorts,silver,silver bike shorts,women's activewear,women's shorts,yoga shorts","",""
"'1000000666153701'","sunflower-cross-bike-shorts","Sunflower Cross Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153138'","sunflower-fields-bike-shorts","Sunflower Fields Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153489'","taurus-rose-botanical-bike-shorts","Taurus Rose Botanical Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153471'","teal-paillette-lotus-garden-bike-shorts","Teal Lotus Garden Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,australia,bike shorts,floral,floral bike shorts,garden,dakofits,lotus,lotus bike shorts,premium activewear,printed bike shorts,running shorts,teal,teal bike shorts,women's activewear,workout shorts,yoga shorts","",""
"'1000000666153128'","tropical-hibiscus-bloom-bike-shorts","Tropical Hibiscus Bloom Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","","",""
"'1000000666153643'","psychedelic-ultraviolet-bloom-bike-shorts","Ultraviolet Bloom Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all over print,bike shorts,bloom,compression shorts,festival fashion,floral,dakofits,gym shorts,high waisted shorts,printed bike shorts,psychedelic,running shorts,summer activewear,ultraviolet,womens activewear,workout shorts,yoga shorts","",""
"'1000000666153013'","vintage-fashion-cover-bike-shorts","Vintage Fashion Cover Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all over print,bike shorts,exercise,floral print,dakofits,gym wear,high waisted bike shorts,leggings,pink,purple,retro style,summer fashion,vintage fashion,womens activewear,womens bike shorts,workout clothes,yoga pants","",""
"'1000000666153324'","vintage-botanical-orchids-bike-shorts","Vintage Orchid Botanical Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,bike shorts,botanical print,cycling shorts,floral bike shorts,dakofits,high waisted shorts,leggings,orchid print,running shorts,shorts,vintage floral,women's activewear,women's bike shorts,workout shorts,yoga shorts","",""
"'1000000666153008'","watercolour-wildflowers-bike-shorts","Watercolour Wildflowers Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","active bike shorts,activewear,all-over print,australia,bike shorts,floral bike shorts,dakofits,green,gym shorts,high waisted bike shorts,printed bike shorts,purple,running shorts,wildflower,womens activewear,womens bike shorts,workout shorts,yellow,yoga shorts","",""
"'1000000666153588'","zellige-blush-gold-bike-shorts","Zellige Blush Gold Bike Shorts","Bike Shorts","Floral","64.99","64.99","77.99","XS/S/M/L/XL/2XL/3XL","DAKOfits","TRUE","","activewear,all-over print,bike shorts,dakofits,geometric bike shorts,geometric print,gold bike shorts,gym shorts,moroccan,moroccan tile,pink bike shorts,premium activewear,rose gold,running shorts,womens activewear,womens bike shorts,workout shorts,yoga shorts,zellije","",""
"'1000000666337282'","black-dahlia-bloom-capri-leggings","Black Dahlia Bloom Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,australian design,black capri leggings,black dahlia bloom,capri leggings,dahlia capri leggings,floral capri leggings,dakofits,gym leggings,leggings,printed leggings,red capri leggings,running leggings,women's activewear,yoga pants","",""
"'1000000666337047'","arabic-watercolour-cherry-blossom-capri-leggings","Cherry Blossom Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,arabic,australian activewear,capri leggings,cherry blossom,fitness apparel,floral capri leggings,dakofits,geometric leggings,gym leggings,leggings,pink leggings,printed leggings,womens activewear,womens capri pants,workout leggings,yoga pants","",""
"'1000000666337657'","copper-paillette-baroque-capri-leggings","Copper Floral Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,australia,bronze leggings,capri leggings,copper floral,copper leggings,fitness apparel,floral capri leggings,dakofits,high waisted leggings,leggings,metallic leggings,printed leggings,training leggings,women's activewear,workout leggings,yoga pants","",""
"'1000000666337512'","crimson-paillette-fantasy-capri-leggings","Crimson Fantasy Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,australia,capri leggings,capri pants,crimson capri leggings,fantasy capri leggings,floral capri leggings,dakofits,gold capri leggings,gym leggings,leggings,red capri leggings,women's activewear,workout leggings,yoga pants","",""
"'1000000666337483'","deadly-nightshade-botanical-capri-leggings","Deadly Nightshade Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,black,botanical,capri leggings,deadly nightshade,floral capri leggings,dakofits,gold,gym leggings,leggings,plum,poisonous plants,printed leggings,sage green,women's activewear,women's capri leggings,yoga pants","",""
"'1000000666337514'","emerald-paillette-jungle-capri-leggings","Emerald Jungle Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,australia,capri leggings,emerald,emerald green,fitness apparel,floral capri leggings,dakofits,gold,gym wear,jungle print,leggings,women's activewear,workout leggings,yoga pants","",""
"'1000000666337659'","gold-paillette-rose-garden-capri-leggings","Gold Rose Garden Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri leggings,floral capri leggings,floral print,dakofits,gold leggings,gym leggings,high waisted leggings,leggings,printed leggings,rose garden,rose leggings,roses,running leggings,women's activewear,workout leggings,yoga pants","",""
"'1000000666337626'","holographic-paillette-maximalist-capri-leggings","Holographic Floral Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri leggings,fantasy floral,floral capri leggings,dakofits,gym leggings,holographic capri leggings,iridescent,leggings,maximalist,printed leggings,statement leggings,women's activewear,workout leggings,yoga pants","",""
"'1000000666337503'","jewel-paillette-orchid-capri-leggings","Jewel Orchid Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri leggings,capri yoga pants,floral capri leggings,floral leggings,dakofits,dakofits leggings,jewel tones,leggings,orchid leggings,printed leggings,purple leggings,women's activewear,women's capri leggings,workout leggings,yoga pants","",""
"'1000000666337576'","la-catrina-floral-crown-capri-leggings","La Catrina Floral Crown Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri leggings,charcoal,floral,floral print,dakofits,gold,gym wear,ivory,la catrina,leggings,printed leggings,rose,women's activewear,women's leggings,workout leggings,yoga pants","",""
"'1000000666337665'","liquid-marble-rose-gold-luxe-capri-leggings","Liquid Marble Rose Gold Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,athletic wear,burgundy,capri leggings,fitness apparel,dakofits,gym leggings,leggings,liquid marble,marble,pink,premium activewear,rose gold,rose gold leggings,women's capri leggings,women's clothing,workout leggings,yoga pants","",""
"'1000000666337504'","midnight-paillette-peony-capri-leggings","Midnight Peony Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,australia,capri leggings,fitness apparel,floral capri leggings,floral print,dakofits,gym wear,leggings,midnight,midnight peony,peony,pink,rose,women's activewear,women's leggings,yoga pants","",""
"'1000000666337581'","pink-paillette-peony-capri-leggings","Pink Peony Paillette Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri,capri leggings,floral,floral capri leggings,dakofits,gym wear,leggings,leggings for women,paillette,peony,pink,pink capri leggings,women's activewear,women's fashion,workout leggings,yoga pants","",""
"'1000000666337584'","rainbow-paillette-botanical-capri-leggings","Rainbow Botanical Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,bold activewear,botanical leggings,capri leggings,capri pants,colourful leggings,floral capri leggings,dakofits,gym wear,leggings,printed leggings,rainbow botanical,rainbow leggings,women's activewear,women's fashion,workout leggings,yoga pants","",""
"'1000000666337485'","rainbow-paillette-tropical-capri-leggings","Rainbow Tropical Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri leggings,fitness apparel,floral capri leggings,dakofits,gym leggings,leggings,printed capri leggings,rainbow capri leggings,rainbow print,tropical capri leggings,tropical print,women's activewear,women's leggings,workout leggings,yoga pants","",""
"'1000000666337669'","rose-gold-camo-capri-leggings","Rose Gold Camo Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,athleisure,camo,camo print,capri leggings,capri pants,copper,fitness apparel,dakofits,gym wear,leggings,pink,rose gold,rose gold camo,training gear,women's activewear,women's capri leggings,workout clothes,yoga pants","",""
"'1000000666337474'","arabic-watercolour-rose-quartz-capri-leggings","Rose Quartz Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,arabic,blush pink,capri leggings,dakofits,geometric leggings,geometric print,gym leggings,leggings,pink leggings,printed leggings,rose gold,rose leggings,rose quartz,women's activewear,women's leggings,workout leggings,yoga pants","",""
"'1000000666337490'","silver-paillette-daisy-capri-leggings","Silver Daisy Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,australia,black,capri leggings,capris,daisy,floral,dakofits,gym leggings,icy blue,leggings,platinum,silver,white,women's activewear,workout leggings,yoga pants","",""
"'1000000666338323'","solid-amethyst-orchid-capri-leggings","Solid Amethyst Orchid Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","2026 pastels,activewear,amethyst orchid,athleisure,gym,leggings,pastel,purple,solid,solid colour,squat proof,yoga","",""
"'1000000666338336'","solid-dusty-rose-capri-leggings","Solid Dusty Rose Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","2026 pastels,activewear,athleisure,dusty rose,gym,leggings,mauve pink,pastel,solid,solid colour,squat proof,yoga","",""
"'1000000666337664'","spider-web-lace-capri-leggings","Spider Web Lace Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,athleisure,black capri leggings,capri leggings,dakofits,grey capri leggings,gym leggings,lace capri leggings,leggings,rose capri leggings,spider web capri leggings,women's activewear,women's capris,workout leggings,yoga pants","",""
"'1000000666337498'","teal-paillette-lotus-capri-leggings","Teal Lotus Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri leggings,capri pants,floral capri leggings,dakofits,gym leggings,leggings,lotus,lotus capri leggings,teal,teal capri leggings,women's activewear,women's leggings,workout leggings,yoga pants","",""
"'1000000666337509'","teal-paillette-lotus-garden-capri-leggings","Teal Lotus Garden Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all over print,aqua,australian designer,capri leggings,floral capri leggings,dakofits,gold,gym leggings,leggings,lotus capri leggings,navy leggings,printed leggings,teal,teal capri leggings,womens activewear,workout leggings,yoga pants","",""
"'1000000666337517'","psychedelic-ultraviolet-bloom-capri-leggings","Ultraviolet Bloom Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all over print,bloom,capri leggings,capri pants,festival fashion,floral,dakofits,gym leggings,leggings,neon,printed leggings,psychedelic,ultraviolet,womens activewear,womens capri leggings,womens leggings,workout leggings,yoga pants","",""
"'1000000666337639'","zellige-blush-gold-capri-leggings","Zellige Blush Gold Capri Leggings","Capri Leggings","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,all-over print,capri leggings,fitness apparel,dakofits,geometric capri leggings,gold capri leggings,gym leggings,moroccan,moroccan tile,pink capri leggings,printed capri leggings,rose gold capri leggings,women's leggings,workout leggings,yoga pants,zellije","",""
"'1000000665912240'","boho-dreamcatcher-and-flowers-capris","Boho Dreamcatcher and Flowers Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,boho,boho chic,capri,capris,colorful,colorful vibrant,dream catcher,dreamcatcher,floral,flower,flowers,green,pink,sport,sports,zen,zen yoga","",""
"'1000000665906510'","colorful-floral-capris","Colorful Floral Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,blue,capri,capris,colorful,colorful vibrant,floral,flowers,green,multi,mysterybox,pink,purple,roses,sport,sports,vibrant,white,yoga,zen,zen yoga","",""
"'1000000665918672'","faux-paillette-flower-capris-1","Faux Paillette Flower Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","3/4,7/8,active wear,activewear,black,blue,bright,capri,capri leggings,capris,charcoal,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,dark grey,faux,fitness,fitness leggings,floral,flower,flowers,green,gym,gym / workout,gymwear,leggings sportswear,meditation,namaste,orange,paillette,pink,purple,red,sequins,silver,slate grey,sport,sports,sports wear,sportswear,vibrant,white,yellow,yoga,yoga wear,yogawear,zen,zen yoga,zen zen yoga","",""
"'1000000665914187'","golden-flowers-capris","Golden Flowers Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,black,capri,capris,colorful,colorful vibrant,floral,flower,flowers,gold,sport,sports","",""
"'1000000665912591'","japanese-cherry-blossom-capris","Japanese Cherry Blossom Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,blue,capri,capris,colorful,colorful vibrant,floral,flower,flowers,japanese,oriental,pink,sport,sports,yoga,zen,zen yoga","",""
"'1000000665917409'","japanese-floral-capris","Japanese Floral Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","3/4,7/8,active wear,activewear,black,black & white,black and white,bright,capri,capris,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,fitness,fitness leggings,floral,flower,flowers,gym,gym / workout,gymwear,japanese,leggings,leggings sportswear,lotus flower,oriental,sport,sports,sports wear,sportswear,vibrant,white,yoga,yoga leggings,yoga wear,yogaleggings,yogawear,zen,zen zen yoga,zen/yoga","",""
"'1000000665923310'","lilly-pond-capris","Lilly Pond Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","capris,capris for women,flower,gbmr,lilly,lilly pond capris","",""
"'1000000665912343'","lotus-capris","Lotus Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,black,black and white,capri,capris,flower,lotus,lotuscapriupsell,ornamental,pp_mandala,sport,sports,white,zen,zen yoga","",""
"'1000000665923209'","neon-flower-capris","Neon Flower Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","capris,gbmr,neon,neon flower capris,womens capris","",""
"'1000000665917478'","oriental-floral-capris","Oriental Floral Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","3/4,7/8,active wear,activewear,blue,bright,capri,capris,colorful,colorful and vibrant,colorful vibrant,coral pink,crossfit,dance,dancewear,dark blue,dusky pink,fitness,fitness leggings,floral,flower,flowers,green,gym,gym / workout,gymwear,japanese,leggings,leggings sportswear,light green,lotus flower,midnight blue,navy blue,oriental,pink,sport,sports,sports wear,sportswear,vibrant,white,yellow,yoga,yoga wear,yogawear,zen,zen yoga","",""
"'1000000665912532'","peony-flower-capris","Peony Flower Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,capri,capris,colorful,colorful vibrant,floral,flower,flowers,peonies,peony,pink,soft pink,sport,sports","",""
"'1000000665912245'","pink-sakura-capris","Pink Sakura Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,blossom,capri,capris,cherry,flower,ornamental,sakura,sport,sports,white,zen,zen yoga","",""
"'1000000665912338'","poppy-daisy-floral-capris","Poppy & Daisy Floral Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,capri,capris,colorful,colorful vibrant,daisy,floral,flower,flowers,poppy,sport,sports,summer,vibrant,white,yoga,zen,zen yoga","",""
"'1000000665917466'","purple-batik-floral-capris","Purple Batik Floral Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","3/4,7/8,active wear,activewear,batik,black,bright,bright orange,bright purple,brown,capri,capri leggings,capris,colorful,colorful and vibrant,colorful vibrant,crossfit,dance,dancewear,dark purple,deep purple,fitness,fitness leggings,floral,flower,flowers,gym,gym / workout,gymwear,leggings sportswear,light brown,light purple,lotus flower,meditation,orange,oriental,purple,royal purple,sport,sports,sports wear,sportswear,vibrant,white,yoga,yoga wear,zen,zen zen yoga,zen/yoga","",""
"'1000000665923227'","purple-japanese-floral-capris","Purple Japanese Floral Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","capris,gbmr,japanese floral,purple japanese floral capris,womens capris","",""
"'1000000665912265'","sunflower-capris","Sunflower Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,capri,capris,colorful,colorful vibrant,floral,flower,flowers,multi,sport,sports,sunflower,yellow","",""
"'1000000665912529'","tropical-floral-capris","Tropical Floral Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,capri,capris,colorful,colorful vibrant,edm,edm wear,floral,flower,flowers,green,pink,sport,sports,vibrant,zen,zen yoga","",""
"'1000000665912465'","tropical-floral-white-capris","Tropical Floral White Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,capri,capris,colorful,colorful vibrant,edm,edm wear,floral,flower,flowers,green,pink,sport,sports,vibrant,white,zen,zen yoga","",""
"'1000000665909161'","watercolor-roses-lavender-capris","Watercolor Roses & Lavender Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","activewear,black,capri,capris,colorful,colorful vibrant,floral,flower,flowers,lavender,pink,purple,roses,sport,sports,watercolor","",""
"'1000000665923285'","wild-prairie-flower-capris","Wild Prairie Flower Capris","Capris","Floral","80.99","80.99","97.99","XS/S/M/L/XL","DAKOfits","TRUE","","capris,capris for women,gbmr,wild prairie flower,wild prairie flower capris","",""
"'1000000666338009'","arabic-watercolour-rose-quartz-flare-leggings","Arabic Rose Quartz Flare Leggings","Flare Leggings","Floral","93.99","93.99","112.79","2XS/XS/S/M/L/XL/2XL/3XL/4XL/5XL/6XL","DAKOfits","TRUE","","activewear,all-over print,arabic,arabic pattern,comfortable leggings,fitness apparel,flare leggings,dakofits,geometric leggings,global fashion,gold accent,high waisted,lounge wear,mauve leggings,pink leggings,rose quartz,stylish leggings,training leggings,womens activewear,workout leggings,yoga pants","",""
"'1000000666337982'","black-dahlia-bloom-flare-leggings-1","Black Dahlia Bloom Flare Leggings","Flare Leggings","Floral","93.99","93.99","112.79","2XS/XS/S/M/L/XL/2XL/3XL/4XL/5XL/6XL","DAKOfits","TRUE","","activewear fashion,all-over print,athleisure,black dahlia bloom flare leggings,black leggings,flare leggings,floral flare leggings,dakofits,global activewear,gym leggings,high waisted leggings,patterned leggings,performance leggings,premium activewear,red leggings,women's activewear,workout leggings,yoga leggings","",""
"'1000000666337379'","arabic-watercolour-cherry-blossom-flare-leggings","Cherry Blossom Flare Leggings","Flare Leggings","Floral","93.99","93.99","112.79","2XS/XS/S/M/L/XL/2XL/3XL/4XL/5XL/6XL","DAKOfits","TRUE","","activewear,all-over print,arabic,blush pink,cherry blossom,flare leggings,floral leggings,dakofits,geometric print,gym wear,leggings,metallic gold,pink leggings,sports leggings,spring fashion,women's fashion,womens activewear,workout leggings,yoga pants","",""
"'1000000666338216'","copper-paillette-baroque-flare-leggings-1","Copper Paillette Baroque Flare Leggings","Flare Leggings","Floral","93.99","93.99","112.79","2XS/XS/S/M/L/XL/2XL/3XL/4XL/5XL/6XL","DAKOfits","TRUE","","all-over print,athleisure wear,baroque leggings,bronze print,copper leggings,copper paillette baroque flare leggings,exotic floral,flare leggings,floral activewear,dakofits,gym leggings,maximalist print,premium activewear,printed flare leggings,statement leggings,terracotta leggings,womens activewear,womens flare leggings,workout leggings,yoga leggings","",""
